idempl,CF,az_ragione_soc,data_inizio,data_fine,professione,qualifica,qualifica_codice,rl_ateco,rl_ateco_macro,rl_ateco_settore,saldo,sede_op_ateco,sede_op_comune,sede_op_indirizzo,sede_op_provincia,SLL_nome,tipo_contratto
622,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-12-01,2015-11-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE BIOLOGICHE,2.6.2.2.1.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,PIAZZALE KOLBE 4,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3171,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-05-01,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SPECIALISTA DI APPLICAZIONI WEB E MULTIMEDIALI,2.1.1.4.3.3,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
458,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-05-12,2014-07-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE INGEGNERISTICHE INDUSTRIALI E DELL’INFORMAZIONE,2.6.1.3.2.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3151,CF_01207700327,USBT SRL,2014-09-10,2015-12-29,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2151,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-11-01,2016-03-01,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RICERCATORE UNIVERSITARIO NELLE SCIENZE MEDICHE,2.6.2.2.3.2,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,PIAZZALE KOLBE 4,UDINE,UDINE,COLLABORAZIONE COORDINATA E CONTINUATIVA
3630,CF_02788830301,ENGINEERING CENTER ITALY,2014-09-10,2017-12-29,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2264,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-05-16,2014-05-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RICERCATORI E TECNICI LAUREATI NELLE SCIENZE BIOLOGICHE,2.6.2.2.1.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,PIAZZALE KOLBE 4,UDINE,UDINE,LAVORO OCCASIONALE
1455,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE MEDICHE,2.6.1.2.3.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIALE UNGHERIA 20,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1981,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-05-01,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE DELL'INFORMAZIONE,2.6.2.1.1.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2672,CF_01391460936,OVERIT SPA,2014-12-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,UDINE,VIA PUINTAT 2,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
3514,CF_02818280303,FLUIDODINAMICA S.R.L.,2014-03-24,2017-07-14,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,-,"NAN","NAN",1,74.50.1,UDINE,VIA CASTELLANA 50,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
1998,CF_00268100302,FRIULI CORAM SRL,2014-06-03,2019-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SPECIALISTI IN RETI E COMUNICAZIONI INFORMATICHE,2.1.1.5.1.0,LABORATORI DI ANALISI CLINICHE,SERVIZI,SANITA' E ASSISTENZA SOCIALE,1,86.90.12,UDINE,VIA TEOBALDO CICONI 10,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2864,CF_02788830301,ENGINEERING CENTER ITALY,2014-09-10,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1350,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE MEDICHE,2.6.1.2.3.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIALE UNGHERIA 20,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
263,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE MEDICHE,2.6.1.2.3.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA GERVASUTTA 48,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
933,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTE UNIVERSITARIO DI DISCIPLINE AGRARIE,2.6.1.2.2.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
295,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-07-23,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",BIOLOGO,2.3.1.1.1.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VICOLO FLORIO 2/B,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
603,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-09-03,2014-09-26,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTE UNIVERSITARIO IN SCIENZE MATEMATICHE,2.6.1.1.1.3,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
673,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-02-24,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE INGEGNERISTICHE INDUSTRIALI E DELL’INFORMAZIONE,2.6.1.3.2.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
673,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-09-29,2015-01-23,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE INGEGNERISTICHE INDUSTRIALI E DELL’INFORMAZIONE,2.6.1.3.2.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
673,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE INGEGNERISTICHE INDUSTRIALI E DELL’INFORMAZIONE,2.6.1.3.2.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3678,CF_00118410323,INSIEL,2014-06-03,2014-07-26,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,UDINE,VIA UMAGO 15,UDINE,UDINE,TIROCINIO
3678,CF_00118410323,INSIEL,2014-06-03,2014-07-26,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,UDINE,VIA UMAGO 15,UDINE,UDINE,TIROCINIO
1632,CF_02449820303,CARD TECH SRL,2014-06-04,2014-09-03,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI SISTEMI INFORMATICI,2.1.1.4.2.5,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,"VIA JACOPO LINUSSIO, 51",UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1632,CF_02449820303,CARD TECH SRL,2014-06-04,2014-09-03,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI SISTEMI INFORMATICI,2.1.1.4.2.5,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,"VIA JACOPO LINUSSIO, 51",UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1632,CF_02449820303,CARD TECH SRL,2014-09-08,2018-05-18,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI SISTEMI INFORMATICI,2.1.1.4.2.5,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,"VIA JACOPO LINUSSIO, 51",UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1632,CF_02449820303,CARD TECH SRL,2014-09-08,2018-05-18,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI SISTEMI INFORMATICI,2.1.1.4.2.5,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,"VIA JACOPO LINUSSIO, 51",UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
266,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE MEDICHE,2.6.1.2.3.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIALE UNGHERIA 20,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
235,CF_02273160305,ENGLISH LANGUAGE CENTRE DI PRICE RACHEL LOUISE SAS,2014-09-15,2016-07-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INSEGNANTE ELEMENTARE,2.6.4.1.0.1,SCUOLE E CORSI DI LINGUA,SERVIZI,ISTRUZIONE,1,85.59.30,UDINE,PIAZZA G. MARCONI 7,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
235,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTI UNIVERSITARI IN SCIENZE GIURIDICHE,2.6.1.7.1.0,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA TOMADINI 30/A,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
676,CF_02665730301,CRITA S.C.A.R.L.,2014-06-09,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE","RICERCATORI E TECNICI LAUREATI NELLE SCIENZE AGRARIE, ZOOTECNICHE E DELLA PRODUZIONE ANIMALE",2.6.2.2.2.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,72.19.09,UDINE,VIA POZZUOLO 324,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
676,CF_02665730301,CRITA S.C.A.R.L.,2014-06-09,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE","RICERCATORI E TECNICI LAUREATI NELLE SCIENZE AGRARIE, ZOOTECNICHE E DELLA PRODUZIONE ANIMALE",2.6.2.2.2.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,72.19.09,UDINE,VIA POZZUOLO 324,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
574,CF_02785100302,INTERACTIVE SERVICES LIMITED,2014-08-01,2017-01-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CAPOPROGETTO DI SISTEMI INFORMATIVI,2.1.1.4.2.4,"INSTALLAZIONE DI APPARECCHI ELETTRICI ED ELETTRONICI PER TELECOMUNICAZIONI, DI APPARECCHI TRASMITTENTI RADIOTELEVISIVI, DI IMPIANTI DI APPARECCHIATURE ELETTRICHE ED ELETTRONICHE (ESCLUSA L'INSTALLAZIONE ALL'INTERNO DEGLI EDIFICI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,33.20.02,UDINE,VIA LAIPACCO 271/A,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
3639,CF_01207700327,USBT SRL,2014-01-15,2014-06-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SVILUPPATORE SOFTWARE,2.1.1.4.1.17,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3639,CF_01207700327,USBT SRL,2014-07-15,2014-09-09,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SVILUPPATORE SOFTWARE,2.1.1.4.1.17,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3639,CF_01207700327,USBT SRL,2014-09-10,2015-09-11,PROFESSIONI TECNICHE,PROGRAMMATORE INFORMATICO,3.1.2.1.0.1,ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMATICA NCA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.09.09,UDINE,VIALE TRICESIMO 184,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2173,CF_02781790304,ALFA TECHNOLIES SRL CON UNICO SOCIO,2014-07-07,2014-07-17,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,UDINE,VIALE PALMANOVA                464,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1469,CF_02665730301,CRITA S.C.A.R.L.,2014-06-09,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE","RICERCATORI E TECNICI LAUREATI NELLE SCIENZE AGRARIE, ZOOTECNICHE E DELLA PRODUZIONE ANIMALE",2.6.2.2.2.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,72.19.09,UDINE,VIA POZZUOLO 324,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1469,CF_02665730301,CRITA S.C.A.R.L.,2014-06-09,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE","RICERCATORI E TECNICI LAUREATI NELLE SCIENZE AGRARIE, ZOOTECNICHE E DELLA PRODUZIONE ANIMALE",2.6.2.2.2.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,72.19.09,UDINE,VIA POZZUOLO 324,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2279,CF_00118410323,INSIEL,2014-04-09,2014-11-09,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,UDINE,VIA UMAGO 15,UDINE,UDINE,TIROCINIO
2767,CF_02195440306,AMIL SRL,2014-02-18,2014-11-28,PROFESSIONI TECNICHE,DISEGNATORE TECNICO,3.1.3.7.1.17,-,"NAN","NAN",1,74.50.1,UDINE,"VIA POSCOLLE, 57",UDINE,UDINE,LAVORO A TEMPO DETERMINATO
798,CF_03772280875,LJ PHARMA  S.R.L.,2014-11-17,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INFORMATORE SCIENTIFICO DEL FARMACO,2.1.1.2.2.2,FABBRICAZIONE DI MEDICINALI ED ALTRI PREPARATI FARMACEUTICI,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,21.20.09,UDINE,REGIONE FRIULI,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
369,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-09-29,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTE UNIVERSITARIO DI ARCHITETTURA,2.6.1.3.1.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
550,CF_01847860309,SOLARI DI UDINE SPA,2014-10-23,2014-11-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CAPO PROGETTO INFORMATICO,2.1.1.4.1.6,FABBRICAZIONE DI ALTRI APPARECCHI ELETTRICI ED ELETTRONICI PER TELECOMUNICAZIONI,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,26.30.29,UDINE,VIA GINO PIERI 29,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
576,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-06-01,2015-05-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE AGRARIE E DELLA PRODUZIONE ANIMALE,2.6.2.2.2.1,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
13,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-02-24,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTE UNIVERSITARIO IN SCIENZE MATEMATICHE,2.6.1.1.1.3,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
13,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-03-10,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROFESSORE DI MATEMATICA,2.6.3.2.1.5,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA GEMONA 92,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
13,CF_80014550307,UNIVERSITA' DEGLI STUDI DI UDINE,2014-10-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",DOCENTE UNIVERSITARIO IN SCIENZE MATEMATICHE,2.6.1.1.1.3,ISTRUZIONE UNIVERSITARIA E POST-UNIVERSITARIA; ACCADEMIE E CONSERVATORI,SERVIZI,ISTRUZIONE,1,85.42.00,UDINE,VIA DELLE SCIENZE 206,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
